Database,Schema,Source Table,Source Key Column,Target Table,Target Column,File
common,dbo,TicketClassElementClass,TicketClassElementID,FK_TicketClassElementClass_TicketClassElement_TicketClassElementID,TicketClassElement,TicketClassElementID,Livesql3/Common.sql
common,dbo,TicketClassTicket,TicketID,FK_TicketClassTicket_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketClassTicket,TicketClassElementClassID,FK_TicketClassTicket_TicketClassElementClass_TicketClassElementClassID,TicketClassElementClass,TicketClassElementClassID,Livesql3/Common.sql
common,dbo,TicketNote,SupportUserID,FK_TicketNote_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketNote,TicketID,FK_TicketNote_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketNotification,SupportUserID,FK_TicketNotification_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketNotification,TicketID,FK_TicketNotification_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketRelatedTicket,PrimaryTicketID,FK_TicketRelatedTicket_Ticket_PrimaryTicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketRelatedTicket,SecondaryTicketID,FK_TicketRelatedTicket_Ticket_SecondaryTicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketStatusHistory,SupportUserID,FK_TicketStatusHistory_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketStatusHistory,TicketID,FK_TicketStatusHistory_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketStatusHistory,StatusID,FK_TicketStatusHistory_TicketStatus_StatusID,TicketStatus,StatusID,Livesql3/Common.sql
common,dbo,TicketSubcategory,ProductFeature,FK_TicketSubcategory_ProductFeature_ProductFeature,ProductFeature,Name,Livesql3/Common.sql
common,dbo,TicketSubcategory,DefaultSupportUser,FK_TicketSubcategory_SupportUser_DefaultSupportUser,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketSubcategory,CategoryID,FK_TicketSubcategory_TicketCategory_CategoryID,TicketCategory,CategoryID,Livesql3/Common.sql
common,dbo,TicketSubCategoryClass,TicketClassID,FK_TicketSubCategoryClass_TicketClass_TicketClassID,TicketClass,TicketClassID,Livesql3/Common.sql
common,dbo,TicketSubCategoryClass,SubCategoryID,FK_TicketSubCategoryClass_TicketSubcategory_SubCategoryID,TicketSubcategory,SubcategoryID,Livesql3/Common.sql
common,dbo,TicketSubcategoryHistory,SupportUserID,FK_TicketSubcategoryHistory_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketSubcategoryHistory,TicketID,FK_TicketSubcategoryHistory_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketSubcategoryHistory,SubcategoryID,FK_TicketSubcategoryHistory_TicketSubcategory_SubcategoryID,TicketSubcategory,SubcategoryID,Livesql3/Common.sql
common,dbo,TicketSubCategoryType,SubCategoryID,FK_TicketSubCategoryType_TicketSubcategory_SubCategoryID,TicketSubcategory,SubcategoryID,Livesql3/Common.sql
common,dbo,TicketSubCategoryTypeHistory,SupportUserID,FK_TicketSubCategoryTypeHistory_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketSubCategoryTypeHistory,TicketID,FK_TicketSubCategoryTypeHistory_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketSubCategoryTypeHistory,SubCategoryTypeID,FK_TicketSubCategoryTypeHistory_TicketSubCategoryType_SubCategoryTypeID,TicketSubCategoryType,SubCategoryTypeID,Livesql3/Common.sql
common,dbo,TicketUserAssignment,SupportUserID,FK_TicketUserAssignment_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketUserAssignment,SubcategoryID,FK_TicketUserAssignment_TicketSubcategory_SubcategoryID,TicketSubcategory,SubcategoryID,Livesql3/Common.sql
common,dbo,TicketUserHistory,AssignedByUserID,FK_TicketUserHistory_SupportUser_AssignedByUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketUserHistory,AssignedUserID,FK_TicketUserHistory_SupportUser_AssignedUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketUserHistory,TicketID,FK_TicketUserHistory_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,UserAddress,UserID,FK_UserAddress_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,UserAlias,UserID,FK_UserAlias_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,Users,ClaimGroupID,FK_Users_Groups_ClaimGroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,UserSignature,UserID,FK_UserSignature_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,UserSignatureVerification,UserID,FK_UserSignatureVerification_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,VIP,ReleaseGroupID,FK_VIP_ReleaseGroup_ReleaseGroupID,ReleaseGroup,ReleaseGroupID,Livesql3/Common.sql
common,dbo,VIPGroup,VipID,FK_VIPGroup_VIP_VipID,VIP,VipID,Livesql3/Common.sql
dci,dbo,ANSStatusCategory,ClaimStatusID,FK_ANSStatusCategory_ClaimStatus_ClaimStatusID,ClaimStatus,ClaimStatusID,Livesql3/dci.sql
dci,dbo,ANSStatusCategory,EDIEntityID,FK_ANSStatusCategory_EDIEntityCode_EDIEntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,ANSStatusCategory,EDICategoryCode,FK_ANSStatusCategory_StatusCategory_EDICategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,ANSStatusCategory,EDIStatusCode,FK_ANSStatusCategory_StatusCode_EDIStatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,AppAdviceErrorCode,StatusCategory,FK_AppAdviceErrorCode_StatusCategory_StatusCategory,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,AppAdviceErrorCode,StatusCode,FK_AppAdviceErrorCode_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,BillingActivity,WidgetType,FK_BillingActivity_WidgetType_WidgetType,WidgetType,WidgetType,Livesql3/dci.sql
dci,dbo,Claim,AccidentCode,FK_Claim_Accident_AccidentCode,Accident,Code,Livesql3/dci.sql
dci,dbo,Claim,OriginalClaimID,FK_CLAIM_CLAIM_OriginalClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,Claim,ClaimFileUploadID,FK_Claim_ClaimFileUpload_ClaimFileUploadID,ClaimFileUpload,ClaimFileUploadID,Livesql3/dci.sql
dci,dbo,Claim,Status,FK_Claim_ClaimStatus_Status,ClaimStatus,ClaimStatusID,Livesql3/dci.sql
dci,dbo,Claim,FacilityCode,FK_CLAIM_FACILITY_FacilityCode,Facility,FacilityCode,Livesql3/dci.sql
dci,dbo,Claim,FundingCode,FK_CLAIM_FUNDINGPROGRAM_FundingCode,FundingProgram,FundingCode,Livesql3/dci.sql
dci,dbo,Claim,RTServiceAuditID,FK_Claim_RTServiceAudit_RTServiceAuditID,RTServiceAudit,RTServiceAuditID,Livesql3/dci.sql
dci,dbo,Claim,ServiceAuditID,FK_Claim_SAServiceAudit_ServiceAuditID,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,ClaimAdjustment,ClaimPayerID,FK_ClaimAdjustment_ClaimPayer_ClaimPayerID,ClaimPayer,ClaimPayerID,Livesql3/dci.sql
dci,dbo,ClaimExtension,ClaimID,FK_ClaimExtension_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimFileUpload,PMSID,FK_ClaimFileUpload_DciPms_PMSID,DciPms,PmsID,Livesql3/dci.sql
dci,dbo,ClaimFileUploadNote,ClaimFileUploadID,FK_ClaimFileUploadNote_ClaimFileUpload_ClaimFileUploadID,ClaimFileUpload,ClaimFileUploadID,Livesql3/dci.sql
dci,dbo,ClaimHistory,ClaimID,FK_ClaimHistory_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimItem,ClaimID,FK_ClaimItem_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimItem,QuadCode,FK_ClaimItem_Quadrant_QuadCode,Quadrant,QuadCode,Livesql3/dci.sql
dci,dbo,ClaimItemAdjustment,ClaimItemID,FK_ClaimItemAdjustment_ClaimItem_ClaimItemID,ClaimItem,ClaimItemID,Livesql3/dci.sql
dci,dbo,ClaimItemProvider,ClaimItemID,FK_ClaimItemProvider_ClaimItem_ClaimItemID,ClaimItem,ClaimItemID,Livesql3/dci.sql
dci,dbo,ClaimItemProviderCredential,ClaimItemProviderID,FK_ClaimItemProviderCredential_ClaimItemProvider_ClaimItemProviderID,ClaimItemProvider,ClaimItemProviderID,Livesql3/dci.sql
dci,dbo,ClaimMember,ClaimID,FK_ClaimMember_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimMember,RelationshipCode,FK_ClaimMember_Relationship_RelationshipCode,Relationship,RelationshipCode,Livesql3/dci.sql
dci,dbo,ClaimPayer,ClaimID,FK_CLAIMPAYER_CLAIM_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimPayer,ClaimMemberID,FK_ClaimPayer_ClaimMember_ClaimMemberID,ClaimMember,ClaimMemberID,Livesql3/dci.sql
dci,dbo,ClaimPayerAddressUpgrade,ClaimPayerID,FK_ClaimPayerAddressUpgrade_ClaimPayer_ClaimPayerID,ClaimPayer,ClaimPayerID,Livesql3/dci.sql
dci,dbo,ClaimPayment,SAServiceAuditID,FK_ClaimPayment_SAServiceAudit_SAServiceAuditID,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,ClaimPaymentAddress,ClaimPaymentID,FK_ClaimPaymentAddress_ClaimPayment_ClaimPaymentID,ClaimPayment,ClaimPaymentID,Livesql3/dci.sql
dci,dbo,ClaimPaymentAdjudication,ClaimPaymentClaimID,FK_ClaimPaymentAdjudication_ClaimPaymentClaim_ClaimPaymentClaimID,ClaimPaymentClaim,ClaimPaymentClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentAdjustment,ClaimPaymentID,FK_ClaimPaymentAdjustment_ClaimPayment_ClaimPaymentID,ClaimPayment,ClaimPaymentID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaim,ClaimID,FK_ClaimPaymentClaim_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaim,ClaimPaymentDetailID,FK_ClaimPaymentClaim_ClaimPaymentDetail_ClaimPaymentDetailID,ClaimPaymentDetail,ClaimPaymentDetailID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaimAdjustment,ClaimPaymentClaimID,FK_ClaimPaymentClaimAdjustment_ClaimPaymentClaim_ClaimPaymentClaimID,ClaimPaymentClaim,ClaimPaymentClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaimEntity,ClaimPaymentClaimID,FK_ClaimPaymentClaimEntity_ClaimPaymentClaim_ClaimPaymentClaimID,ClaimPaymentClaim,ClaimPaymentClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaimItem,ClaimPaymentClaimID,FK_ClaimPaymentClaimItem_ClaimPaymentClaim_ClaimPaymentClaimID,ClaimPaymentClaim,ClaimPaymentClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentClaimItemAdjustment,ClaimPaymentClaimItemID,FK_ClaimPaymentClaimItemAdjustment_ClaimPaymentClaimItem_ClaimPaymentClaimItemID,ClaimPaymentClaimItem,ClaimPaymentClaimItemID,Livesql3/dci.sql
dci,dbo,ClaimPaymentDetail,ClaimPaymentID,FK_ClaimPaymentDetail_ClaimPayment_ClaimPaymentID,ClaimPayment,ClaimPaymentID,Livesql3/dci.sql
dci,dbo,ClaimPaymentHistory,ClaimPaymentID,FK_ClaimPaymentHistory_ClaimPayment_ClaimPaymentID,ClaimPayment,ClaimPaymentID,Livesql3/dci.sql
dci,dbo,ClaimPaymentReport,ClaimPaymentID,FK_ClaimPaymentReport_ClaimPayment_ClaimPaymentID,ClaimPayment,ClaimPaymentID,Livesql3/dci.sql
dci,dbo,ClaimPaymentReport,SAServiceAuditID,FK_ClaimPaymentReport_SAServiceAudit_SAServiceAuditID,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,ClaimPaymentReportClaim,ClaimID,FK_ClaimPaymentReportClaim_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimPaymentReportClaim,ClaimPaymentReportID,FK_ClaimPaymentReportClaim_ClaimPaymentReport_ClaimPaymentReportID,ClaimPaymentReport,ClaimPaymentReportID,Livesql3/dci.sql
dci,dbo,ClaimPaymentSummary,ClaimPaymentDetailID,FK_ClaimPaymentSummary_ClaimPaymentDetail_ClaimPaymentDetailID,ClaimPaymentDetail,ClaimPaymentDetailID,Livesql3/dci.sql
dci,dbo,ClaimPaymentSupplementSummary,ClaimPaymentDetailID,FK_ClaimPaymentSupplementSummary_ClaimPaymentDetail_ClaimPaymentDetailID,ClaimPaymentDetail,ClaimPaymentDetailID,Livesql3/dci.sql
dci,dbo,ClaimProvider,ClaimID,FK_CLAIMPROVIDER_CLAIM_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimProviderAddress,ClaimProviderID,FK_ClaimProviderAddress_ClaimProvider_ClaimProviderID,ClaimProvider,ClaimProviderID,Livesql3/dci.sql
dci,dbo,ClaimResponse,ClaimID,FK_ClaimResponse_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,ClaimResponse,SAServiceAuditId,FK_ClaimResponse_SAServiceAudit_SAServiceAuditID,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,EntityID,FK_ClaimStatusUpgrade_EDIEntityCode_EntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,UpgradeEntityID,FK_ClaimStatusUpgrade_EDIEntityCode_UpgradeEntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,CategoryCode,FK_ClaimStatusUpgrade_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,UpgradeCategoryCode,FK_ClaimStatusUpgrade_StatusCategory_UpgradeCategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,StatusCode,FK_ClaimStatusUpgrade_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,ClaimStatusUpgrade,UpgradeStatusCode,FK_ClaimStatusUpgrade_StatusCode_UpgradeStatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,ClaimUserNote,ClaimID,FK_ClaimUserNote_Claim_ClaimID,Claim,ClaimID,Livesql3/dci.sql
dci,dbo,CSEAStatusCategory,EntityID,FK_CSEAStatusCategory_EDIEntityCode_EntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,CSEAStatusCategory,CategoryCode,FK_CSEAStatusCategory_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,CSEAStatusCategory,StatusCode,FK_CSEAStatusCategory_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,EnvoyStatusCode,EntityID,FK_EnvoyStatusCode_EDIEntityCode_EntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,EnvoyStatusCode,CategoryCode,FK_EnvoyStatusCode_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,EnvoyStatusCode,StatusCode,FK_EnvoyStatusCode_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,OfficeResponse,SAServiceAuditId,FK_OfficeResponse_SAServiceAudit_SAServiceAuditID,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,PartnerClaimDeliveryOps,SAServiceAuditId,FK_PartnerClaimDeliveryOps_SAServiceAudit_SAServiceAuditId,SAServiceAudit,SAServiceAuditID,Livesql3/dci.sql
dci,dbo,PartnerERAAdjustment,EDIClaimAdjustmentCode,FK_PartnerERAAdjustment_ClaimAdjustmentCode_EDIClaimAdjustmentCode,ClaimAdjustmentCode,Code,Livesql3/dci.sql
dci,dbo,PartnerStatusCategory,CategoryCode,FK_PartnerStatusCategory_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,PayerClaimStatusOverride,ClaimStatusID,FK_PayerClaimStatusOverride_ClaimStatus_ClaimStatusID,ClaimStatus,ClaimStatusID,Livesql3/dci.sql
dci,dbo,PayerClaimStatusOverride,EntityCode,FK_PayerClaimStatusOverride_EDIEntityCode_EntityCode,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,PayerClaimStatusOverride,CategoryCode,FK_PayerClaimStatusOverride_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,PayerClaimStatusOverride,StatusCode,FK_PayerClaimStatusOverride_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
dci,dbo,ProviderCredential,ClaimProviderID,FK_ProviderCredential_ClaimProvider_ClaimProviderID,ClaimProvider,ClaimProviderID,Livesql3/dci.sql
dci,dbo,ProviderHold,ClaimStatusID,FK_ProviderHold_ClaimStatus_ClaimStatusID,ClaimStatus,ClaimStatusID,Livesql3/dci.sql
dci,dbo,StatusCategory,ClaimStatusID,FK_StatusCategory_ClaimStatus_ClaimStatusID,ClaimStatus,ClaimStatusID,Livesql3/dci.sql
dci,dbo,ToothInfo,ClaimItemID,FK_ToothInfo_ClaimItem_ClaimItemID,ClaimItem,ClaimItemID,Livesql3/dci.sql
dci,dbo,ToothInfo,SurfaceCode,FK_ToothInfo_Surface_SurfaceCode,Surface,SurfaceCode,Livesql3/dci.sql
dci,dbo,V3051StatusCategory,EntityID,FK_V3051StatusCategory_EDIEntityCode_EntityID,EDIEntityCode,EntityID,Livesql3/dci.sql
dci,dbo,V3051StatusCategory,CategoryCode,FK_V3051StatusCategory_StatusCategory_CategoryCode,StatusCategory,CategoryCode,Livesql3/dci.sql
dci,dbo,V3051StatusCategory,StatusCode,FK_V3051StatusCategory_StatusCode_StatusCode,StatusCode,StatusCode,Livesql3/dci.sql
cred,dbo,ApplicationSetAnswer,ApplicationSetID,FK_ApplicationSetAnswer_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetAnswer,QuestionID,FK_ApplicationSetAnswer_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,ApplicationSetDocumentMeta,ApplicationSetID,FK_ApplicationSetDocumentMeta_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetEnrollmentTicket,ApplicationSetID,FK_ApplicationSetEnrollmentTicket_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetLocation,ApplicationSetID,FK_ApplicationSetLocation_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetNote,ApplicationSetID,FK_ApplicationSetNote_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetPayerEmail,ApplicationSetID,FK_ApplicationSetPayerEmail_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetPayerEmailAttachment,ApplicationSetPayerEmailID,FK_ApplicationSetPayerEmailAttachment_ApplicationSetPayerEmail_ApplicationSetpayerEmailID,ApplicationSetPayerEmail,ApplicationSetPayerEmailID,Livesql3/cred.sql
cred,dbo,ApplicationSetPayerEmailDocument,ApplicationSetPayerEmailID,FK_ApplicationSetPayerEmailDocument_ApplicationSetPayerEmail_ApplicationSetPayerEmailID,ApplicationSetPayerEmail,ApplicationSetPayerEmailID,Livesql3/cred.sql
cred,dbo,ApplicationSetSection,ApplicationSetID,FK_ApplicationSetSection_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetSummary,ApplicationSetID,FK_ApplicationSetSummary_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationSetSummary,CategoryID,FK_ApplicationSetSummary_Category_CategoryID,Category,CategoryID,Livesql3/cred.sql
cred,dbo,ApplicationSetSupportUserHistory,ApplicationSetID,FK_ApplicationSetSupportUserHistory_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ApplicationTemplatePayer,ApplicationTemplateID,FK_ApplicationTemplatePayer_ApplicationTemplate_ApplicationTemplateID,ApplicationTemplate,ApplicationTemplateID,Livesql3/cred.sql
cred,dbo,DataQuestionTagMapping,QuestionID,FK_DataQuestionTagMapping_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,GroupLocationAnswer,GroupLocationID,FK_GroupLocationAnswer_GroupLocation_GroupLocationID,GroupLocation,GroupLocationID,Livesql3/cred.sql
cred,dbo,GroupLocationAnswer,QuestionId,FK_GroupLocationAnswer_Question_QuestionId,Question,QuestionID,Livesql3/cred.sql
cred,dbo,GroupProfileAnswer,QuestionID,FK_GroupProfileAnswer_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,GroupProfileQuestion,QuestionID,FK_GroupProfileQuestion_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,LocationQuestion,QuestionID,FK_LocationQuestion_Question_QuestionId,Question,QuestionID,Livesql3/cred.sql
cred,dbo,LookupOptionValue,LookUpOptionID,FK_LookupOptionValue_LookUpOption_LookUpOptionID,LookUpOption,LookUpOptionID,Livesql3/cred.sql
cred,dbo,OutreachCycle,OutreachCycleTemplateID,FK_OutreachCycle_OutreachCycleTemplate_OutreachCycleTemplateID,OutreachCycleTemplate,OutreachCycleTemplateID,Livesql3/cred.sql
cred,dbo,OutreachStaffGroupMembers,OutreachStaffGroupID,FK_OutreachStaffGroupMembers_OutreachStaffGroup_OutreachStaffGroupID,OutreachStaffGroup,OutreachStaffGroupID,Livesql3/cred.sql
cred,dbo,PayerAttachment,AttachmentTypeID,FK_PayerAttachment_AttachmentType_AttachmentTypeID,AttachmentType,AttachmentTypeID,Livesql3/cred.sql
cred,dbo,PayerDataChangeDetail,DataChangeID,FK_PayerDataChangeDetail_PayerDataChange_DataChangeID,PayerDataChange,DataChangeID,Livesql3/cred.sql
cred,dbo,PayerEmailConfig,FormTypeId,FK_PayerEmailConfig_FormType_FormTypeID,FormType,FormTypeID,Livesql3/cred.sql
cred,dbo,PayerFormPlan,PlanID,FK_PayerFormPlan_PlanInfo_PlanID,PlanInfo,PlanID,Livesql3/cred.sql
cred,dbo,PayerFormQuestion,QuestionID,FK_PayerFormQuestion_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,PayerFormQuestionDocument,QuestionID,FK_PayerFormQuestionDocument_Question_QuestionID,Question,QuestionID,Livesql3/cred.sql
cred,dbo,PayerFormSet,FormTypeID,FK_PayerFormSet_FormType_FormTypeID,FormType,FormTypeID,Livesql3/cred.sql
cred,dbo,PayerFormSet,StatusFlowID,FK_PayerFormSet_StatusFlow_StatusFlowID,StatusFlow,StatusFlowID,Livesql3/cred.sql
cred,dbo,PayerFormSetDocument,DocumentType,FK_PayerFormSetDocument_DocumentType_DocumentType,DocumentType,Name,Livesql3/cred.sql
cred,dbo,PayerFormSetDocument,PayerFormSetID,FK_PayerFormSetDocument_PayerFormSet_PayerFormSetID,PayerFormSet,PayerFormSetID,Livesql3/cred.sql
cred,dbo,PayerFormSetForm,PayerFormID,FK_PayerFormSetForm_PayerForm_PayerFormID,PayerForm,PayerFormID,Livesql3/cred.sql
cred,dbo,PayerFormSetForm,PayerFormSetID,FK_PayerFormSetForm_PayerFormSet_PayerFormSetID,PayerFormSet,PayerFormSetID,Livesql3/cred.sql
cred,dbo,PayerFormSetState,PayerFormSetID,FK_PayerFormSetState_PayerFormSet_PayerFormSetID,PayerFormSet,PayerFormSetID,Livesql3/cred.sql
cred,dbo,PayerOutreachStatus,OutreachStatusID,FK_PayerOutreachStatus_OutreachStatus_OutreachStatusID,OutreachStatus,OutreachStatusID,Livesql3/cred.sql
cred,dbo,PayerOutreachStatus,OutreachTypeID,FK_PayerOutreachStatus_OutreachType_OutreachTypeID,OutreachType,OutreachTypeID,Livesql3/cred.sql
cred,dbo,PayerProcessOutreachEvent,NotificationConfigID,FK_PayerProcessOutreachEvent_PayerProcessNotificationConfig_NotificationConfigID,PayerProcessNotificationConfig,ConfigID,Livesql3/cred.sql
cred,dbo,PayerProcessOutreachEvent,PayerProcessOutreachID,FK_PayerProcessOutreachEvent_PayerProcessOutreach_PayerProcessOutreachID,PayerProcessOutreach,OutreachID,Livesql3/cred.sql
cred,dbo,PayerStateForm,StateFormID,FK_PayerStateForm_StateForm_StateFormID,StateForm,StateFormID,Livesql3/cred.sql
cred,dbo,PayerUserOutreachEventNote,UserOutreachEventID,FK_PayerUserOutreachEventNote_PayerUserOutreachEvent_UserOutreachEventID,PayerUserOutreachEvent,UserOutreachEventID,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceConfig,FormTypeID,FK_PrimaryDataSourceConfig_FormType_FormTypeID,FormType,FormTypeID,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceConfig,DataSourceID,FK_PrimaryDataSourceConfig_PrimaryDataSource_DataSourceID,PrimaryDataSource,DataSourceID,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceLookupResponse,DataSourceRequestID,FK_PrimaryDataSourceLookupResponse_PrimaryDataSourceRequest_DataSourceRequestID,PrimaryDataSourceRequest,DataSourceRequestID,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceRequest,DataSourceConfigID,FK_PrimaryDataSourceRequest_PrimaryDataSourceConfig_DataSourceConfigID,PrimaryDataSourceConfig,DataSourceConfigID,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceResponse,DataSourceRequestID,FK_PrimaryDataSourceResponse_PrimaryDataSourceRequest_DataSourceRequestID,PrimaryDataSourceRequest,DataSourceRequestID,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatus,ApplicationSetID,FK_ProviderApplicationStatus_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusLocation,ApplicationStatusID,FK_ProviderApplicationStatusLocation_ProviderApplicationStatus_ApplicationStatusID,ProviderApplicationStatus,ApplicationStatusID,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusPlan,ApplicationStatusID,FK_ProviderApplicationStatusPlan_ProviderApplicationStatus_ApplicationStatusID,ProviderApplicationStatus,ApplicationStatusID,Livesql3/cred.sql
cred,dbo,ProviderDocumentMeta,DocumentType,FK_ProviderDocumentMeta_DocumentType_DocumentType,DocumentType,Name,Livesql3/cred.sql
cred,dbo,ProviderForm,ApplicationSetID,FK_ProviderForm_ApplicationSet_ApplicationSetID,ApplicationSet,ApplicationSetID,Livesql3/cred.sql
cred,dbo,ProviderForm,PayerFormID,FK_ProviderForm_PayerForm_PayerFormID,PayerForm,PayerFormID,Livesql3/cred.sql
